ID,location_name,lat,long
2353814,"Foret Classee de Ouayen,Foret Classee de Wayen,Foret Classee de Wayin,Foret de Wayen,Forét Classée de Ouayen,Forêt Classée de Wayen,Forêt Classée de Wayin,Forêt de Wayen",12.43544,-1.02406
2353815,"Ouayen,Wayam,Wayen,Wayin",12.34282,-1.00394
2353816,,12.81667,-0.6
2353817,"Ouavousse,Ouavoussé,Wavouze",13.16118,-2.00384
2353818,,12.8,-0.55
2353819,"Ouavousse,Ouavoussé,Wavouse,Wavousse,Wavoussé,Wavousé",12.10919,-1.24165
2353820,"Ouavougue,Ouavougué,Wavougue,Wavougué,Wavoure,Wavouré",12.54285,-1.62765
2353821,,13.95107,-0.32099
2353822,,13.9309,-0.30418
2353823,"Ouattigue,Ouattigué,Watinoma,Wattnoma",13.84233,-2.36003
2353824,,10.63333,-5.16667
2353825,,12.45,-2.03333
2353826,"Ouatinoma,Watimona,Watinoma",13.61022,-2.28618
2353827,"Ouatinoma,Watinoma",13.1361,-2.0307
2353828,"Ouatinoma,Watinoma",12.21379,-1.71968
2353829,"Ouatigue,Ouatigué,Watigue,Watigué",13.27687,-0.48581
2353830,"Vatenga,Watenga,Yatenga",12.65715,-1.6354
2353831,,12.08333,-0.35
2353832,,10.33333,-3.55
2353833,,14.30796,-0.60138
2353834,,13.14301,-1.04655
2353835,"Ouoroponou,Warpounou",11.21667,-3.13333
2353836,,12.91667,-3.26667
2353837,,12.9913,-4.1921
2353838,,11.16667,-2.26667
2353839,"Ouarmini,Warmini",12.18191,-1.52339
2353840,,11.21667,-3.7
2353841,,9.93333,-3.5
2353842,,12.61667,-0.8
2353843,,11.3,-3.91667
2353844,"Ouarakoui,Ouarakuy,Warakui",12.51667,-3.76667
2353845,,10.48333,-2.88333
2353846,,13.0425,-3.2784
2353847,"Ouara,Wara",12.8473,-1.13959
2353848,"Poedogo,Poédogo,Wara",12.64146,-1.34045
2353849,,10.93333,-4.08333
2353850,"Ouapense,Ouapensé,Wapense,Wapensé",12.98401,-1.8491
2353851,,13.03362,0.54894
2353852,,10.18333,-2.86667
2353853,,10.68333,-5.3
2353854,,10.9,-5.21667
2353855,,10.46667,-3.56667
2353856,,12.66667,-0.65
2353857,,13.34131,0.59011
2353858,,13.15127,0.96681
2353859,,13.14894,0.91257
2353860,,11.73333,-3.56667
2353861,,12.91667,-2.43333
2353862,,12.1,-0.65
2353863,,10.51667,-5.36667
2353864,"Ouangolodougou,Ouegueledougou,Oueguélédougou,Wangolodougou,Wangolodugu",10.06667,-4.8
2353865,,14.43678,-0.819
2353866,Wangara,10.71667,-3.25
2353867,,13.4839,-0.23231
2353868,,11.68333,-3.2
2353869,,13.52726,0.72634
2353870,,13.1,-3.9
2353871,,13.44456,-1.99578
2353872,,11.73333,-3.73333
2353873,,10.3,-2.88333
2353874,,10.5,-5.11667
2353875,,12.03333,-3.21667
2353876,,14.40416,-0.9487
2353877,,14.18482,0.16473
2353878,,14.11603,0.26954
2353879,,14.13333,0.3
2353880,,14.08472,0.2076
2353881,,13.38884,0.88426
2353882,,14.54966,-0.85588
2353883,,12.25,-0.23333
2353884,,10.95,0.58333
2353885,,12.61667,-2.31667
2353886,,11.21667,-1.3
2353887,,14.33182,-0.69603
2353888,,12.58333,-3.86667
2353889,,11.95,-3.65
2353890,,12.26667,-0.3
2353891,"Ouako,Wako",11.8,-2.95
2353892,,11.11667,-2.65
2353893,"Ouakirimabougou,Wahirimabougou",10.38333,-5.45
2353894,,11.31667,-3.06667
2353895,"Ouagaya,Wagaya",13.6626,-2.2116
2353896,"Ouagatenga,Wagatenga",12.5718,-1.21831
2353897,,13.89051,-2.57548
2353898,,13.45608,-2.27727
2353899,,14.41874,-0.87358
2353900,"Ouedeguen,Ouédéguen,Wagaden,Wagadin",12.30883,-1.91233
2353901,,10.08333,-2.83333
2353902,,10.26667,-3.5
2353903,"Ouamtenga,Wabtenga,Wamtenga",12.12249,-1.39189
2353904,"Ouabiyiri,Wabiyiri",12.22792,-1.31721
2353905,,11.1,-3.83333
2353906,,12.8619,-4.1874
2353907,,12.85,-2.46667
2353908,,11.35,-1.71667
2353909,,11.58333,-1.91667
2353910,"Vranso,Vransso",12.48333,-2.5
2353911,,11.1,-3.86667
2353912,,11.68333,-3.78333
2353913,Vousnango,13.15772,-1.63328
2353914,,11.4,-2.23333
2353915,,11.13333,-3.18333
2353916,"Vour,Vouri",12.41667,-2.46667
2353917,"Voro,Vouoro,Yoro",13.2808,-4.1079
2353918,,12.4,-3.61667
2353919,,12.71831,-3.51831
2353920,,9.93333,-2.86667
2353921,,10.2,-2.86667
2353922,,11.38333,-3.43333
2353923,,10.4,-3.03333
2353924,"Manefiam,Manefyam,Manéfiam,Manéfyam,Vosen Manefyan,Vosen Manéfyan,Vossin Manefyam,Vossin Manéfyam",12.47269,-1.74372
2353925,,11.66667,-1.5
2353928,"Foret Classee de Nakambe,Foret Classee de Nakanbe,Foret Classee de la Volta Blanche,Foret Classee du Nakambe,Foret de Nakambe,Forêt Classée de Nakambé,Forêt Classée de Nakanbé,Forêt Classée de la Volta Blanche,Forêt Classée du Nakambé,Forêt de Nakambé",12.11494,-1.11547
2353929,,11.63333,-1.26667
2353930,,11.7,-3.4
2353931,Voho,11.61667,-3.35
2353932,"Voaga,Voagha",12.64971,-1.41268
2353933,Virou,11.7,-2.96667
2353934,,10.2,-3.35
2353935,"Vire Sogode,Vire Sogodin,Viré Sogodin,Viré Sogodé",13.41379,-2.55059
2353936,"Ouipaolgho,Vilpalgo,Vipalgo,Vipalogo",12.1156,-1.76196
2353937,,14.1473,-0.9744
2353938,,13.84061,0.03679
2353939,,13.35057,0.69188
2353940,,14.08881,-0.61912
2353941,,14.63955,-0.65087
2353942,,14.35402,-0.74953
2353943,,14.07336,-1.16129
2353944,,14.2602,-1.9651
2353945,"Vinde Boguel,Vîndé Boguél,Winde Bougel,Windé Bougèl",14.18327,-1.71268
2353946,,9.85,-3.13333
2353947,,12.26667,-2.23333
2353948,,11.93333,-2.45
2353949,"Vili,Vily",12.28333,-2.21667
2353950,"Vila,Vile,Vili,Viliboure,Vilibouré,Vilé",11.9,-2.46667
2353951,,12.28523,-1.83231
2353952,,12.0,-2.11667
2353953,,14.35902,0.25527
2353954,,11.76667,-3.13333
2353955,,10.71667,-3.58333
2353956,,14.51731,-0.95491
2353957,,12.4,-0.7
2353958,,14.4385,-1.81555
2353959,,14.17959,-1.20449
2353960,,14.28099,-1.7753
2353961,"Vendo Mena,Vendo Ména,Vendou Mena,Véndou Ména",14.71471,-1.36238
2353962,,13.7913,-0.23197
2353963,,13.7761,-0.00257
2353964,,12.03333,-2.2
2353965,,12.0,-2.21667
2353966,,10.05,-3.1
2353967,,13.88047,-1.26929
2353968,,14.19463,-0.13128
2353969,,11.11667,-2.4
2353970,,12.4,-0.36667
2353971,,11.46667,-0.9
2353972,,13.4497,-1.833
2353973,,11.31667,-2.21667
2353974,"Bare,Baré,Vare,Varé",12.85,-3.76667
2353975,,11.46667,-2.38333
2353976,,11.95,-2.56667
2353977,,10.48333,-3.0
2353978,,9.91667,-2.86667
2353979,,13.48065,0.3839
2353980,,13.5596,0.34958
2353981,,13.53517,0.06985
2353982,,13.28912,0.80925
2353983,,12.68333,-0.83333
2353984,,12.66667,-2.03333
2353985,,13.05961,0.2976
2353986,,12.26667,-0.1
2353987,,12.54465,1.81626
2353988,,12.31667,-0.06667
2353989,,12.5164,2.0367
2353990,Tobou,12.60879,0.08816
2353991,"Teo,Tio,Tyo,Téo",12.86428,-1.81902
2353992,,12.25,-0.28333
2353993,,12.18333,-0.3
2353994,,12.58041,1.46606
2353995,,12.38333,-0.71667
2353996,,12.41667,-0.61667
2353997,,12.81667,-0.21667
2353998,,12.53333,0.81667
2353999,,13.0861,-0.24874
2354000,,12.6097,1.72287
2354001,,12.28333,0.36667
2354002,"Tiempalogo,Tiendpalgo,Tyenpalogo",12.65644,-1.72906
2354003,"Ichenguilita,Tyenkilibi,Tyènkilibi",12.59596,1.88576
2354004,,12.28333,-0.01667
2354005,,13.63446,0.61709
2354006,,12.36263,1.35869
2354007,"Tiema,Tiéma,Tyema,Tyéma",12.89095,-1.87158
2354008,,12.66667,-0.5
2354009,,13.53256,0.44555
2354010,,13.78107,0.20346
2354011,,14.04003,-0.17103
2354012,,13.78094,0.59717
2354013,,13.76804,-0.04516
2354014,,13.77862,-0.47531
2354015,,13.22161,0.68849
2354016,,13.7053,0.54195
2354017,,12.81667,-0.96667
2354018,,12.53333,-2.3
2354019,,12.03415,-1.70185
2354020,,12.13333,0.95
2354021,"Tie,Tié,Tye,Tyè",12.71667,-2.35
2354022,,12.63333,-2.21667
2354023,,12.58496,1.00989
2354024,,12.48333,0.18333
2354025,,12.8,-0.01667
2354026,,12.61667,0.9
2354027,,12.55,0.35
2354028,,12.64365,2.13232
2354029,,12.42743,2.19618
2354030,,12.53333,-0.06667
2354031,,12.68333,-0.11667
2354032,,13.5089,0.60544
2354033,,12.3911,1.8393
2354034,,12.48152,1.8408
2354035,,13.09922,0.18468
2354036,,12.41667,0.38333
2354037,,12.76667,-2.11667
2354038,,12.18333,0.13333
2354039,,13.32852,-0.85486
2354040,,13.31618,-0.86239
2354041,,12.13333,-2.08333
2354042,,12.159,1.94312
2354043,,12.1,0.06667
2354044,,14.03127,-0.42796
2354045,,12.95,0.3
2354046,,12.43333,0.71667
2354047,"Touba,Twouba",13.31576,-2.57837
2354048,,12.5244,2.17296
2354049,"Twabangou,Twobangou",12.58949,2.01784
2354050,"Toesse,Toessé,Twesse,Twessé",13.0178,-2.08419
2354051,,13.18058,0.91547
2354052,Tuili,11.98333,-1.38333
2354053,,11.76667,-3.58333
2354054,"Bale,Balé,Grand Bale,Grand Balé,Tui",11.53333,-2.83333
2354055,,10.48333,-5.36667
2354056,,12.00755,-1.33147
2354057,,14.5511,0.09101
2354058,"Tolsi,Toyse,Toysse,Toyssé,Toysé",12.95982,-1.08355
2354059,"Toyoghdin,Toyorden",13.23037,-0.3587
2354060,,13.25735,-1.16414
2354061,,13.47415,0.16095
2354062,,12.61667,-0.33333
2354063,,11.96667,-1.48333
2354064,,13.6372,-2.63089
2354065,,10.83333,-2.91667
2354066,,12.51667,0.9
2354068,,14.15111,-1.16448
2354069,,12.93133,-1.11261
2354070,,12.23333,-0.26667
2354071,,12.38333,0.9
2354072,,14.7585,-1.3201
2354073,,10.9772,-4.84483
2354074,"Toussiana,Touziana",10.83333,-4.61667
2354075,"Tousoukou,Toussoukou,Toussouktenga",12.75289,-1.69749
2354076,,13.12021,-0.80282
2354077,"Touroukara,Tourouko,Touroukoro,Turukoro",13.0673,-3.4803
2354078,,13.26205,-2.54355
2354079,,13.1234,-3.3454
2354080,,14.25263,-1.32904
2354081,,14.46966,-0.22946
2354082,"Tourni,Tourny",10.76667,-5.15
2354083,,10.3,-4.9
2354084,,10.0,-3.36667
2354085,,12.45,-3.03333
2354086,,12.95,-0.78333
2354087,,12.95,-0.71667
2354088,"Fourcoingbam,Tourcoingbam,Turcoingbam",13.32988,-1.49449
2354089,,12.41647,1.79788
2354090,,13.67678,-0.6123
2354091,"Toura,Yelintoba,Yélintoba",11.88551,-4.47054
2354092,,14.64988,-0.38677
2354093,,12.85,-2.7
2354094,,13.02973,0.65847
2354095,,10.1,-2.8
2354096,,12.06667,0.78333
2354097,,12.39334,1.45658
2354098,,14.62212,-0.63926
2354099,,14.62449,-0.73811
2354100,,14.65189,-0.8978
2354101,,14.62069,-0.44547
2354102,,9.93333,-3.56667
2354103,,11.17857,-4.28156
2354104,,14.19468,0.28427
2354105,,12.63333,-2.6
2354106,,11.98333,-3.35
2354107,,9.83333,-3.0
2354108,,11.3,-3.95
2354109,"Boungou,Toungou",11.03333,-0.88333
2354110,,11.43785,-4.35315
2354111,,13.2714,-3.1014
2354112,,12.76667,0.08333
2354113,"Tondoura,Toundoura",10.2,-4.78333
2354114,Toundou,12.02774,-1.44872
2354115,,12.03333,0.63333
2354116,"Ton,Toun",11.9,-3.65
2354117,,9.93333,-3.2
2354118,"Toumouseni,Toumousseni,Toumousséni",10.63333,-4.9
2354119,,13.24544,-1.96303
2354120,,12.28464,1.58253
2354121,,13.0033,-3.3393
2354122,,13.27175,0.86087
2354123,,12.64129,-1.36417
2354124,,9.76667,-2.93333
2354125,,12.83333,-3.43333
2354126,,13.21516,-1.99888
2354127,,11.13333,-2.86667
2354128,,12.2,-0.31667
2354129,,12.6,-0.71667
2354130,,12.30394,1.61919
2354131,,12.6,-0.66667
2354132,,12.94674,-1.30608
2354133,,13.10481,-2.17497
2354134,,13.05798,0.20713
2354135,,14.73897,-1.34057
2354136,,13.8826,-1.9551
2354137,,12.6136,-4.3179
2354138,,11.65,-1.01667
2354139,,12.38333,0.06667
2354140,,12.11239,-4.34069
2354141,,13.68302,-2.07487
2354142,,11.01667,0.5
2354143,"Foumagasso,Toukoro",11.42211,-4.25048
2354144,,11.18713,-4.54822
2354145,,10.4,-3.85
2354146,,13.1159,-2.08508
2354147,"Touken,Toukin",12.39678,-1.50234
2354148,,14.19879,-0.24908
2354149,,14.18933,-0.18952
2354150,,14.18381,-0.21372
2354151,,14.18082,-0.18363
2354152,"Touka,Touka Bayel,Touka Bayèl,Tuka",14.18737,-0.23875
2354153,Touka,13.26943,-1.49898
2354154,,12.21667,-0.5
2354155,,12.9038,-1.42639
2354156,,11.66667,-3.51667
2354157,,12.81667,-0.5
2354158,,12.76667,-0.51667
2354159,"Tougoufa,Tougouga,Tougouya,Tuguya",13.45506,-2.06488
2354160,,13.31412,-2.18074
2354161,,12.03333,0.48333
2354162,"Tougouri,Tuguri",13.31639,-0.5225
2354163,,13.12731,-1.21254
2354164,,11.98333,-1.58333
2354165,,12.56667,-0.18333
2354166,,14.17417,-1.0957
2354167,"Tougou,Tugu",13.68036,-2.25088
2354168,,12.56667,-2.45
2354169,,13.55091,-2.71315
2354170,"Tougo,Tougue,Tougué",13.52043,-2.67729
2354171,,13.45447,-1.79757
2354172,Tougo,13.20136,-2.12037
2354173,"Tougiri,Touguiri",12.0614,-1.99631
2354174,,13.46181,-0.05223
2354175,,12.56667,-0.85
2354176,"TUQ,Tougan,Tugan,twgan,Туган,تؤگان",13.0725,-3.0694
2354177,,11.76667,-1.0
2354178,,13.48571,-1.09646
2354179,,12.05,-2.13333
2354180,Toudou,11.86667,-1.31667
2354181,,12.98333,0.96667
2354182,,12.42212,1.64122
2354183,,13.26235,-1.56793
2354184,,12.32768,1.58273
2354185,,12.27435,1.90747
2354186,,13.06588,-2.42887
2354187,,12.95,-3.26667
2354188,,13.1125,-4.321
2354189,,12.17232,1.79895
2354190,,13.08683,-0.90403
2354191,"Tobre,Tobré,Touabre,Touabré",13.22026,-0.24072
2354192,,13.92372,-2.76899
2354193,,12.03333,-3.45
2354194,,13.09709,-1.66691
2354195,Toson,12.89977,-2.94139
2354196,,13.02653,-0.13761
2354197,,12.56667,-0.21667
2354198,,13.768,-2.37193
2354199,,11.14709,-4.5776
2354200,"Torkoto,Torokoto",13.3465,-3.8012
2354201,Torokoro,10.03333,-4.4
2354202,"Torohire,Torohiri,Torohiré,Toroiri,Toroïri",10.15,-3.55
2354203,Torodo,12.2,-0.48333
2354204,,13.9967,-0.0277
2354205,,12.48333,-3.26667
2354206,,12.46667,-3.23333
2354207,,12.35,-0.76667
2354208,,10.23333,-3.55
2354209,"Toguen,Tore,Toré",12.80884,-1.08912
2354210,,11.21667,-1.18333
2354211,,12.11667,-0.41667
2354212,"Tolandougou,Torandougou,Tourendougou",9.86039,-4.40699
2354213,Tora,13.28819,-1.38702
2354214,,12.58333,-3.4
2354215,,10.56667,-3.48333
2354216,,10.45,-3.18333
2354217,,10.53333,-3.46667
2354218,,9.85,-2.85
2354219,,10.36667,-3.03333
2354220,,10.5,-3.63333
2354221,,11.55016,-4.44734
2354222,,12.05908,1.8497
2354223,,12.58333,-2.65
2354224,,10.16667,-3.33333
2354225,,12.66667,-3.73333
2354226,"Tonpomena,Tonpoména,Toupone,Touponé",9.88333,-3.3
2354227,,10.35,-3.5
2354228,,10.45,-3.03333
2354229,,11.55,-2.41667
2354230,"Sinogosso,Tonogosso",11.14282,-4.16066
2354231,"Tondi Soulfi,Tonndi Soulfi",14.5859,0.0391
2354232,,12.66667,-3.83333
2354233,,10.4,-3.16667
2354234,,9.8,-2.93333
2354235,"Tone,Toni,Toné,Toue,Toué,Twanni",12.65099,-3.98827
2354236,,13.45194,-1.93372
2354237,,13.96659,0.16064
2354238,,13.79011,0.45671
2354239,,13.97794,-0.45121
2354240,,13.0028,-3.3454
2354241,,13.27288,0.3863
2354242,"Tongomaye,Tongomayel",14.06637,-1.48171
2354243,,12.63829,2.01736
2354244,,13.28693,-0.46657
2354245,,12.55,-0.25
2354246,,14.0407,-0.45825
2354247,,10.58333,-4.05
2354248,,12.43333,-3.0
2354249,"Tone,Toné",11.37483,-2.78268
2354250,,14.60308,0.0745
2354251,,14.53969,-1.76695
2354252,"Dogora,Tonbougoudou",12.88333,-3.85
2354253,,10.11667,-4.58333
2354254,,10.3,-3.63333
2354255,"Tomba,Tonba",13.41256,-2.49296
2354256,,12.06667,-3.5
2354257,Ton,11.56667,-2.7
2354258,,13.31705,-1.75442
2354259,"Tomena,Toména",10.76667,-3.51667
2354260,,14.79001,0.0643
2354261,"Tambaga,Tambarga,Tombaga",11.79583,1.74167
2354262,,13.23072,0.16095
2354263,,11.0,-0.83333
2354264,,13.1413,-3.4523
2354265,Toma,12.75844,-2.89879
2354266,"Toma,Touma",12.6415,-4.4015
2354267,,12.75,-0.4
2354268,,13.50861,0.45798
2354269,,12.34129,-1.97444
2354270,,13.7418,-1.96021
2354271,,11.8,-0.61667
2354272,,10.18333,-2.95
2354273,,12.61667,-0.75
2354274,"Tolepsi,Tolépsi",13.13234,0.2173
2354275,"Toleper,Tolepere,Toléper,Tolépéré",10.84656,-2.99147
2354276,,11.05811,-4.1653
2354277,,13.84947,-0.99344
2354278,,10.3,-2.96667
2354279,,12.95,-0.48333
2354280,,10.38333,-3.55
2354281,,10.23333,-3.33333
2354282,,10.15,-3.16667
2354283,,10.68333,-3.08333
2354284,,11.76667,-0.93333
2354285,,13.44275,-1.02618
2354286,,12.58333,-2.71667
2354287,,10.43333,-3.2
2354288,,10.13333,-3.36667
2354289,,10.18333,-3.08333
2354290,,13.51322,-0.24417
2354291,,10.93333,0.51667
2354292,,14.14847,-0.83764
2354293,,12.15,-0.25
2354294,,11.56667,-1.16667
2354295,,14.2329,-0.7055
2354296,"Togom Bangre,Togom Bangré,Togombangre,Togombangré",12.53682,-1.16823
2354297,,13.12319,-1.53032
2354298,,12.38333,-0.91667
2354299,,12.8,-0.58333
2354300,"Toessen,Toeysen,Toeysin,Toéssen,Toéysen,Toéysin",12.75446,-1.27254
2354301,,12.25,-0.91667
2354302,"Toessin,Toissi,Toïssi",13.64155,-2.48289
2354303,,12.28333,-0.88333
2354304,,12.76667,-2.38333
2354305,,13.55604,-1.65349
2354306,,13.55185,-1.50005
2354307,,13.37026,-1.24951
2354308,,13.09985,-1.18654
2354309,,13.00206,-1.07696
2354310,,12.93333,-2.31667
2354311,,12.91667,-2.3
2354312,"Toesse,Toèssé,Twese,Twésé",12.73333,-2.38333
2354313,"Toece,Toese,Toesse,Toessé,Toise,Toécé,Toïsé",11.83,-1.26639
2354314,,11.81667,-0.31667
2354315,,13.071,-3.3564
2354316,"Toare,Toaré,Toere,Toire,Toéré,Toïré",13.05692,-2.75708
2354317,Toemiga,11.96667,-1.31667
2354318,,13.38838,-1.87901
2354319,"Toeghen,Toeghin,Toeguen,Toeguin,Toueghen,Touéghen,Toéghen,Toéghin,Toéguen,Toéguin,Twegen,Twégen",12.8159,-1.72763
2354320,"Tanga,Toegen,Toeguin,Toégen,Toéguin",12.49532,-1.74414
2354321,"Toegen,Toeghin,Toeguen,Toeguin,Toégen,Toéghin,Toéguen,Toéguin",12.07588,-1.69041
2354322,,11.7,-1.15
2354323,,11.85,-1.48333
2354324,,11.46667,-2.3
2354325,,10.85,-5.08333
2354326,"Todiam,Todiame",13.64662,-2.12503
2354327,,10.05,-3.35
2354328,"Toboule,Toboulle,Tôboullé,Tôboulé",14.47871,-1.43528
2354329,,10.21667,-2.85
2354330,"Tobil,Tobili,Tombili",10.13333,-2.81667
2354331,,10.1,-3.36667
2354332,,13.9241,-0.12191
2354333,,13.48348,-0.13703
2354334,,12.76667,-2.76667
2354335,,9.95,-2.95
2354336,Toanga,12.0071,-1.2408
2354337,,11.85,-1.5
2354338,,12.96667,-0.93333
2354339,"To,Tone",12.75,-2.98333
2354340,"To,Tô",11.44379,-2.22548
2354341,"Tiziliziogo,Tizilizyogo",12.77166,-1.21611
2354342,,13.27007,-1.28571
2354343,"Tile,Tilé,Tiyela,Tiyelle,Tiyéla,Tiyéllé",11.95,-2.31667
2354344,,10.01667,-3.76667
2354345,,12.65282,1.29576
2354346,,11.73333,-1.28333
2354347,,12.0,-2.05
2354348,,9.9,-3.26667
2354349,Titao,13.76667,-2.06667
2354350,,12.85,-2.15
2354351,"Napone,Naponé,Tita,Tita Napone,Tita Naponé",11.92092,-2.51536
2354352,"Titabe,Titabi,Titabé",13.77274,0.43235
2354353,,13.42662,0.3935
2354354,,12.98333,-0.41667
2354355,"Tisse,Tissi,Tissé",12.85,-3.73333
2354356,"Tisse,Tissi,Tissé",12.74488,-3.27269
2354357,"Tisseme,Tissimi,Tissémé",13.01657,-0.42765
2354358,,12.13333,-2.86667
2354359,,12.09803,-2.97621
2354360,,10.35,-2.98333
2354361,"Tirohari,Tjorohari",14.4257,-0.04737
2354362,,14.43034,0.00903
2354363,,9.91667,-3.21667
2354364,,12.88333,-3.2
2354365,,12.75033,-1.54232
2354366,Tirbou,13.40447,-1.80864
2354367,,13.13112,-3.93531
2354368,,12.15,0.38333
2354369,,12.97673,-1.56936
2354370,"Tioio,Tioyo",10.64967,-3.22745
2354371,,13.92196,-0.11312
2354372,"Tiolo,Tioulo",10.58333,-3.11667
2354373,,10.7,-5.23333
2354374,,12.85,-4.18333
2354375,,13.08382,-1.11851
2354376,,13.20503,-0.85478
2354377,,10.17059,-3.51471
2354378,,10.41667,-3.48333
2354379,,11.6,-3.65
2354380,,9.98333,-3.51667
2354381,,9.88333,-3.1
2354382,,10.46667,-5.28333
2354383,Tiopanao,10.71667,-3.15
2354385,,10.46667,-3.16667
2354386,,10.21667,-3.3
2354387,,10.16667,-3.38333
2354388,,11.09567,-5.07784
2354389,Tiontiomana,10.51667,-4.76667
2354390,Tionouna,10.51667,-4.81667
2354391,,11.16667,-3.8
2354392,,12.51667,-3.46667
2354393,,12.23895,-0.0528
2354394,,10.91667,-5.45
2354395,,11.61667,-3.53333
2354396,,11.71667,-3.61667
2354397,,11.63333,-2.85
2354398,,10.2,-3.05
2354399,"Sole,Solé,Tioli",14.13291,-2.10917
2354400,"Tickoui,Tiokouy,Tiokui",12.11667,-3.75
2354401,,10.13333,-3.28333
2354402,,11.78333,-1.35
2354403,,13.90782,-0.86453
2354404,,12.26667,-2.78333
2354405,,12.33333,-2.38333
2354406,,14.02486,-1.96474
2354407,"Tieoudie,Tiodie,Tiodié,Tiéoudié",11.85,-2.6
2354408,,11.5,-1.96667
2354409,,9.95,-3.46667
2354410,,9.9,-3.23333
2354411,,12.4727,-1.84286
2354412,,12.2,-2.65
2354413,,10.06667,-3.33333
2354414,"Tentilou,Tintilou,Tintoulou",12.21235,-1.78441
2354415,,10.96667,-3.56667
2354416,,12.1168,-1.43124
2354417,,14.69206,0.15021
2354418,,14.64747,0.16332
2354419,,12.34524,-1.67209
2354420,,11.83333,-1.33333
2354421,,12.26667,-0.63333
2354422,"Ti-n-Saman,Ti-n-Samane",14.73942,0.12572
2354423,,10.31667,-3.0
2354424,"Tinpereba,Tinperebo,Tinpéréba,Tinpérébo",10.16667,-4.9
2354425,,14.52007,-0.70126
2354426,,10.75,-5.48333
2354427,,10.75,-5.43333
2354428,,10.25,-3.31667
2354429,,10.58333,-3.13333
2354430,,10.11667,-3.41667
2354431,,10.16667,-3.23333
2354432,,10.58333,-3.03333
2354433,,10.25,-3.46667
2354434,,14.19755,-1.05418
2354435,"Tigne,Tigné,Tinge,Tingue,Tingué,Tingé,Tinie,Tinié,Tinye,Tinyé",14.33302,-1.46858
2354436,,11.95,-0.1
2354437,,9.96667,-3.16667
2354438,,10.63333,-4.85
2354439,,13.55177,0.50833
2354440,"Tinge,Tingue,Tingué,Tingé",14.4186,-0.7266
2354441,"Tengandogo,Tingandogo Pissi",12.05099,-1.30247
2354442,"Kienfangue,Kienfangué,Tinfangue,Tinfangué",12.20159,-1.55552
2354443,,13.96582,-2.5235
2354444,,11.1,-2.2
2354445,,13.40039,-0.15277
2354446,"Ti-n-Dioulaf,Tin Dioulaf",14.84177,-0.2668
2354447,"Tindila,Tindilla",12.81667,-2.25
2354448,,10.36667,-3.1
2354449,,10.58333,-3.0
2354450,Tindangou,11.18111,0.83
2354451,,12.48333,-0.03333
2354452,,12.43333,-0.06667
2354453,,10.83333,-3.36667
2354454,"Tinboura,Tiniboura",10.08333,-3.25
2354455,,9.96667,-3.3
2354456,,10.11667,-3.33333
2354457,"Tampori,Tampouy,Timboue,Timboué,Tinboue,Tinboué",11.78333,-1.3
2354458,"Ti-n-Bolou,Tin Bolou",14.70981,-0.56517
2354459,,10.3,-3.81667
2354460,,10.75,-3.25
2354461,,10.08333,-3.33333
2354462,,10.55,-3.18333
2354463,,10.65,-5.25
2354464,,12.13333,0.46667
2354465,"Ti-n-Aray,Tin Aray",14.6817,-0.5244
2354466,"Ti-n-Ala,Tin Ala",14.75344,-1.15231
2354467,"Mare de Tin Akof,Ti-n-Akof,Tin Akof",14.96789,-0.15175
2354468,,14.96667,0.16667
2354469,"Ti-n-Aidia,Tin Aidia",14.86645,-0.29873
2354470,"Ti-n-Agadel,Ti-n-Agadèl,Tin Agadel,Tin Agadèl",14.48636,-0.03841
2354471,"Tena,Tina,Téna",11.79569,-5.2149
2354472,,11.63333,-2.05
2354473,,11.08906,-4.95565
2354474,,10.13333,-3.28333
2354475,,14.43119,-0.31352
2354476,,12.78333,0.55
2354477,,14.8188,-0.06878
2354478,,13.68013,-0.02906
2354479,,13.48605,-2.3504
2354480,,13.06285,-2.07931
2354481,,12.7,-0.98333
2354482,,13.36362,-2.23357
2354483,,13.24568,-0.70966
2354484,"Tiega,Tilga,Tiéga",13.09689,-0.59825
2354485,,14.0567,-1.65802
2354486,,10.01667,-3.33333
2354487,"Tilanaoule,Tilanaoulé,Titanaoule,Titanaoulé",14.06294,-0.86825
